Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Code,Cost_per_item
stance-alder-hike-crew-socks,Stance Alder Hike Crew Socks,"<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-short-description"" data-mce-fragment=""1"">
<p class=""description"" data-mce-fragment=""1"">Fully Supported... Mid cushion socks target critical areas to create a medium weight barrier between your foot and shoe. Ideal for a range of low to high impact activities, built to withstand each and every stride thanks to Infiknit™ technology for guaranteed durability.</p>
</div>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<p class=""subhead"" data-mce-fragment=""1""> </p>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Infiknit™ Lifetime Guarantee</strong></p>
<ul>
<li>Our Infiknit™ technology never rips, never tears. Made for good. But if you’re turbo-gnarly and rip one, we got you.</li>
</ul>
</div>
</div>
</div>
<div class=""product-info-module product-features"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Crew</strong></p>
<ul>
<li>A classic sock height that hits the mid-point of your lower leg.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Medium Cushioning</strong></p>
<ul>
<li>Moderate cushioning throughout the sock for a secure fit with enhanced impact protection.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-fiber-asset=""feature_material_nylon_blend"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<div class=""primary-material"" data-mce-fragment=""1"">
<div class=""value-label"" data-mce-fragment=""1""><strong>Nylon Blend</strong></div>
</div>
<div class=""material-list description"" data-mce-fragment=""1"">
<ul>
<li>38% nylon, 35% combed cotton, 23% polyester, 4% elastane</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""product-info-module product benefits"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Performance Cushioning</strong></p>
<ul>
<li>Performance Cushioning combines impact protection with comfort to keep you pushing.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Channeled Air Cushioning</strong></p>
<ul>
<li>Breathe easy with the enhanced airflow of our Channeled Air Cushioning.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Boot Protection</strong></p>
<ul>
<li>Boot Protection complements your climb with strategically-placed cushioning.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Performance Arch Support</strong></p>
<ul>
<li>Performance Arch Support fights off strain and fatigue to keep you moving.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Seamless Toe Closure</strong></p>
<ul>
<li>Seamless Toe Closure for an anti-friction finish your feet will love.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Performance Mesh</strong></p>
<ul>
<li>Performance Mesh keeps you cool with maximized airflow and breathability.</li>
</ul>
</div>
</div>
</div>",Stance,Footwear Socks Accessories,"footwear socks accessories,included,mens,posdiscount,sc-stance-chart,size_L,size_M,size_S,socks,Socks Footwear,unisex,womens",true,Size,"S,M,L",,,,,A588A21ALD-MUL-L,0,,1,deny,manual,19.99,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
stance-boyd-crew-socks,Stance Boyd Crew Socks,"<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-short-description"" data-mce-fragment=""1"">
<p class=""description"" data-mce-fragment=""1"">Style demands fluidity and our Boyd is a jack of all trades. Show off this classic look in all the comforts of combed cotton, a timeless number that's ready to become a staple in your every day wardrobe rotation. Now featuring our ultra-durable Infiknit technology, more than up to any task.</p>
</div>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<p class=""subhead"" data-mce-fragment=""1""> </p>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Infiknit™ Lifetime Guarantee</strong></p>
<ul>
<li>Our Infiknit™ technology never rips, never tears. Made for good. But if you’re turbo-gnarly and rip one, we got you.</li>
</ul>
<div class=""link"" data-mce-fragment=""1""><a title=""Learn More"" aria-label=""Learn More"" href=""https://www.stance.com/guarantee/"" data-mce-fragment=""1"" data-mce-href=""https://www.stance.com/guarantee/""></a></div>
</div>
</div>
</div>
<div class=""product-info-module product-features"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Crew</strong></p>
<ul>
<li>A classic sock height that hits the mid-point of your lower leg.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Medium Cushioning</strong></p>
<ul>
<li>Moderate cushioning throughout the sock for a secure fit with enhanced impact protection.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-fiber-asset=""feature_material_cotton_blend"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<div class=""primary-material"" data-mce-fragment=""1"">
<div class=""value-label"" data-mce-fragment=""1""><strong>Cotton Blend</strong></div>
</div>
<div class=""material-list description"" data-mce-fragment=""1"">
<ul>
<li>70% combed cotton, 19% polyester, 9% nylon, 2% elastane</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""product-info-module product benefits"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Targeted Cushioning</strong></p>
<ul>
<li>Targeted Cushioning for added comfort where you need it most.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Engineered Arch Support</strong></p>
<ul>
<li>Engineered Arch Support stabilizes your swing in style.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Seamless Toe Closure</strong></p>
<ul>
<li>Seamless Toe Closure for an anti-friction finish your feet will love.</li>
</ul>
</div>
</div>
</div>",Stance,Footwear Socks Accessories,"crew,footwear socks accessories,included,mens,posdiscount,sc-stance-chart,size_L,size_M,size_S,size_XL,socks,Socks Footwear,unisex,womens",true,Size,"S,M,L,XL",,,,,A556A20BOS-BLU-S,0,,1,deny,manual,14.99,0,true,false,,https://cdn.shopify.com/s/files/1/0301/4023/5913/products/A556A20BOS.jpg?v=1631896475,,,,,,,,,,,,,,,,,,,,,,
stance-boyd-crew-socks,Stance Boyd Crew Socks,"<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-short-description"" data-mce-fragment=""1"">
<p class=""description"" data-mce-fragment=""1"">Style demands fluidity and our Boyd is a jack of all trades. Show off this classic look in all the comforts of combed cotton, a timeless number that's ready to become a staple in your every day wardrobe rotation. Now featuring our ultra-durable Infiknit technology, more than up to any task.</p>
</div>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<p class=""subhead"" data-mce-fragment=""1""> </p>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Infiknit™ Lifetime Guarantee</strong></p>
<ul>
<li>Our Infiknit™ technology never rips, never tears. Made for good. But if you’re turbo-gnarly and rip one, we got you.</li>
</ul>
<div class=""link"" data-mce-fragment=""1""><a title=""Learn More"" aria-label=""Learn More"" href=""https://www.stance.com/guarantee/"" data-mce-fragment=""1"" data-mce-href=""https://www.stance.com/guarantee/""></a></div>
</div>
</div>
</div>
<div class=""product-info-module product-features"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Crew</strong></p>
<ul>
<li>A classic sock height that hits the mid-point of your lower leg.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Medium Cushioning</strong></p>
<ul>
<li>Moderate cushioning throughout the sock for a secure fit with enhanced impact protection.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-fiber-asset=""feature_material_cotton_blend"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<div class=""primary-material"" data-mce-fragment=""1"">
<div class=""value-label"" data-mce-fragment=""1""><strong>Cotton Blend</strong></div>
</div>
<div class=""material-list description"" data-mce-fragment=""1"">
<ul>
<li>70% combed cotton, 19% polyester, 9% nylon, 2% elastane</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""product-info-module product benefits"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Targeted Cushioning</strong></p>
<ul>
<li>Targeted Cushioning for added comfort where you need it most.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Engineered Arch Support</strong></p>
<ul>
<li>Engineered Arch Support stabilizes your swing in style.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Seamless Toe Closure</strong></p>
<ul>
<li>Seamless Toe Closure for an anti-friction finish your feet will love.</li>
</ul>
</div>
</div>
</div>",Stance,Footwear Socks Accessories,"crew,footwear socks accessories,included,mens,posdiscount,sc-stance-chart,size_L,size_M,size_S,size_XL,socks,Socks Footwear,unisex,womens",true,Size,"S,M,L,XL",,,,,A556A20BOS-BLU-M,0,,1,deny,manual,14.99,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
stance-boyd-crew-socks,Stance Boyd Crew Socks,"<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-short-description"" data-mce-fragment=""1"">
<p class=""description"" data-mce-fragment=""1"">Style demands fluidity and our Boyd is a jack of all trades. Show off this classic look in all the comforts of combed cotton, a timeless number that's ready to become a staple in your every day wardrobe rotation. Now featuring our ultra-durable Infiknit technology, more than up to any task.</p>
</div>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<p class=""subhead"" data-mce-fragment=""1""> </p>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Infiknit™ Lifetime Guarantee</strong></p>
<ul>
<li>Our Infiknit™ technology never rips, never tears. Made for good. But if you’re turbo-gnarly and rip one, we got you.</li>
</ul>
<div class=""link"" data-mce-fragment=""1""><a title=""Learn More"" aria-label=""Learn More"" href=""https://www.stance.com/guarantee/"" data-mce-fragment=""1"" data-mce-href=""https://www.stance.com/guarantee/""></a></div>
</div>
</div>
</div>
<div class=""product-info-module product-features"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Crew</strong></p>
<ul>
<li>A classic sock height that hits the mid-point of your lower leg.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Medium Cushioning</strong></p>
<ul>
<li>Moderate cushioning throughout the sock for a secure fit with enhanced impact protection.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-fiber-asset=""feature_material_cotton_blend"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<div class=""primary-material"" data-mce-fragment=""1"">
<div class=""value-label"" data-mce-fragment=""1""><strong>Cotton Blend</strong></div>
</div>
<div class=""material-list description"" data-mce-fragment=""1"">
<ul>
<li>70% combed cotton, 19% polyester, 9% nylon, 2% elastane</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""product-info-module product benefits"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Targeted Cushioning</strong></p>
<ul>
<li>Targeted Cushioning for added comfort where you need it most.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Engineered Arch Support</strong></p>
<ul>
<li>Engineered Arch Support stabilizes your swing in style.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Seamless Toe Closure</strong></p>
<ul>
<li>Seamless Toe Closure for an anti-friction finish your feet will love.</li>
</ul>
</div>
</div>
</div>",Stance,Footwear Socks Accessories,"crew,footwear socks accessories,included,mens,posdiscount,sc-stance-chart,size_L,size_M,size_S,size_XL,socks,Socks Footwear,unisex,womens",true,Size,"S,M,L,XL",,,,,A556A20BOS-BLU-L,0,,1,deny,manual,14.99,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
stance-boyd-crew-socks,Stance Boyd Crew Socks,"<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-short-description"" data-mce-fragment=""1"">
<p class=""description"" data-mce-fragment=""1"">Style demands fluidity and our Boyd is a jack of all trades. Show off this classic look in all the comforts of combed cotton, a timeless number that's ready to become a staple in your every day wardrobe rotation. Now featuring our ultra-durable Infiknit technology, more than up to any task.</p>
</div>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<p class=""subhead"" data-mce-fragment=""1""> </p>
</div>
<div class=""product-info-module"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Infiknit™ Lifetime Guarantee</strong></p>
<ul>
<li>Our Infiknit™ technology never rips, never tears. Made for good. But if you’re turbo-gnarly and rip one, we got you.</li>
</ul>
<div class=""link"" data-mce-fragment=""1""><a title=""Learn More"" aria-label=""Learn More"" href=""https://www.stance.com/guarantee/"" data-mce-fragment=""1"" data-mce-href=""https://www.stance.com/guarantee/""></a></div>
</div>
</div>
</div>
<div class=""product-info-module product-features"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Crew</strong></p>
<ul>
<li>A classic sock height that hits the mid-point of your lower leg.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Medium Cushioning</strong></p>
<ul>
<li>Moderate cushioning throughout the sock for a secure fit with enhanced impact protection.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-fiber-asset=""feature_material_cotton_blend"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<div class=""primary-material"" data-mce-fragment=""1"">
<div class=""value-label"" data-mce-fragment=""1""><strong>Cotton Blend</strong></div>
</div>
<div class=""material-list description"" data-mce-fragment=""1"">
<ul>
<li>70% combed cotton, 19% polyester, 9% nylon, 2% elastane</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""product-info-module product benefits"" data-mce-fragment=""1"">
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Targeted Cushioning</strong></p>
<ul>
<li>Targeted Cushioning for added comfort where you need it most.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Engineered Arch Support</strong></p>
<ul>
<li>Engineered Arch Support stabilizes your swing in style.</li>
</ul>
</div>
</div>
<div class=""product-info-module-element"" data-mce-fragment=""1"">
<div class=""product-info-module-element-text"" data-mce-fragment=""1"">
<p class=""value-label"" data-mce-fragment=""1""><strong>Seamless Toe Closure</strong></p>
<ul>
<li>Seamless Toe Closure for an anti-friction finish your feet will love.</li>
</ul>
</div>
</div>
</div>",Stance,Footwear Socks Accessories,"crew,footwear socks accessories,included,mens,posdiscount,sc-stance-chart,size_L,size_M,size_S,size_XL,socks,Socks Footwear,unisex,womens",true,Size,"S,M,L,XL",,,,,A556A20BOS-BLU-XL,0,,1,deny,manual,14.99,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-6,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-6,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-6.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-6.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-7,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-7,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-7.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-7.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-8,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-8,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-8.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-8.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-9,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-9,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-9.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-9.5,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-BLCK-10,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-sapphire-8-insulated-b-dry-hiking-boot-womens,"Oboz Sapphire 8"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Tan",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,81802-TAN-10,0,,1,deny,manual,175.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
oboz-bridger-7-insulated-b-dry-hiking-boot-womens,"Oboz Bridger 7"" Insulated B-DRY Hiking Boot - Women's",,Oboz,Footwear Womens,"footwear womens,hiking,hiking boots womens,included,medium,oboz,posdiscount,tall,waterprrof,womens",true,Color,"Black,Chipmunk",Size,"6,6.5,7,7.5,8,8.5,9,9.5,10",,,82202-BLCK-6,0,,1,deny,manual,185.00,0,true,false,,,,,,,,,,,,,,,,,,,,,,,,
